"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"1408","12.233599474","192.168.213.150","159.124.46.57","TCP","78","12.233599474","[TCP Dup ACK 1354#1] 56222  >  443 [ACK] Seq=1916 Ack=1027 Win=501 Len=0 TSval=4022283963 TSecr=2052121003 SLE=989 SRE=1027"
"1409","12.233587303","159.124.46.57","192.168.213.150","UDP","143","12.233587303","8801  >  38716 Len=101"
"1410","12.233587400","159.124.46.57","192.168.213.150","UDP","69","12.233587400","8801  >  51364 Len=27"
"1411","12.233632839","192.168.213.150","35.175.26.39","TCP","66","12.233632839","44524  >  443 [ACK] Seq=518 Ack=163 Win=64128 Len=0 TSval=339549147 TSecr=3701296740"
"1412","12.233548756","159.124.46.57","192.168.213.150","TCP","66","12.233548756","443  >  56222 [ACK] Seq=1027 Ack=1916 Win=16 Len=0 TSval=2052121073 TSecr=4022283771"
"1413","12.233649766","159.124.46.57","192.168.213.150","UDP","69","12.233649766","8801  >  51364 Len=27"
"1414","12.233984841","192.168.213.150","35.175.26.39","TLSv1.2","117","12.233984841","Change Cipher Spec, Encrypted Handshake Message"
"1415","12.234430229","192.168.213.150","35.175.26.39","TLSv1.2","1126","12.234430229","Application Data"
"1416","12.236480378","212.199.140.162","192.168.213.150","QUIC","1274","12.236480378","Initial, SCID=8c81000e2ce8948f, PKN: 4341793, CRYPTO, ACK, PADDING"
"1417","12.236480620","212.199.140.162","192.168.213.150","QUIC","1197","12.236480620","Handshake, SCID=8c81000e2ce8948f"
"1418","12.236480762","212.199.140.162","192.168.213.150","QUIC","1274","12.236480762","Handshake, SCID=8c81000e2ce8948f"
"1419","12.236480891","212.199.140.162","192.168.213.150","QUIC","122","12.236480891","Protected Payload (KP0)"
"1420","12.236541110","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.236541110","Continuation Data"
"1421","12.236541436","212.199.140.162","192.168.213.150","TCP","1414","12.236541436","[TCP Out-Of-Order] 443  >  39520 [ACK] Seq=52766 Ack=1328 Win=31488 Len=1348 TSval=927780707 TSecr=3568877135"
"1422","12.236608484","192.168.213.150","212.199.140.162","TCP","66","12.236608484","39520  >  443 [ACK] Seq=1563 Ack=90510 Win=102016 Len=0 TSval=3568877326 TSecr=927780707"
"1423","12.236541572","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.236541572","Continuation Data"
"1424","12.236541706","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.236541706","Continuation Data"
"1425","12.236541831","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.236541831","Continuation Data"
"1426","12.236541937","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.236541937","[TCP Previous segment not captured] , Continuation Data"
"1427","12.236664447","192.168.213.150","212.199.140.162","TCP","78","12.236664447","39520  >  443 [ACK] Seq=1563 Ack=97250 Win=95360 Len=0 TSval=3568877326 TSecr=927780709 SLE=98598 SRE=99946"
"1428","12.236704490","212.199.140.162","192.168.213.150","TCP","1414","12.236704490","[TCP Out-Of-Order] 443  >  39520 [ACK] Seq=97250 Ack=1328 Win=31488 Len=1348 TSval=927780715 TSecr=3568877135"
"1429","12.236738799","192.168.213.150","212.199.140.162","TCP","66","12.236738799","39520  >  443 [ACK] Seq=1563 Ack=99946 Win=92672 Len=0 TSval=3568877326 TSecr=927780715"
